From	Entry	Entry Name	Protein names
NP_062818	Q9NPD5	SO1B3_HUMAN	Solute carrier organic anion transporter family member 1B3 (Liver-specific organic anion transporter 2) (LST-2) (OATP1B3) (Organic anion transporter 8) (Organic anion-transporting polypeptide 8) (OATP-8) (Solute carrier family 21 member 8)
NP_062818	B3KP78	B3KP78_HUMAN	Solute carrier organic anion transporter family member
NP_112220	Q9H2Y9	SO5A1_HUMAN	Solute carrier organic anion transporter family member 5A1 (Organic anion transporter polypeptide-related protein 4) (OATP-RP4) (OATPRP4) (Solute carrier family 21 member 15)
NP_112220	B3KUC7	B3KUC7_HUMAN	cDNA FLJ39560 fis, clone SKMUS2000780, highly similar to Solute carrier organic anion transporter family member 5A1
NP_602307	P46721	SO1A2_HUMAN	Solute carrier organic anion transporter family member 1A2 (OATP1A2) (OATP-A) (Organic anion-transporting polypeptide 1) (OATP-1) (Sodium-independent organic anion transporter) (Solute carrier family 21 member 3)
NP_602307	A0A024RAT5	A0A024RAT5_HUMAN	Solute carrier organic anion transporter family member
NP_066580	P46721	SO1A2_HUMAN	Solute carrier organic anion transporter family member 1A2 (OATP1A2) (OATP-A) (Organic anion-transporting polypeptide 1) (OATP-1) (Sodium-independent organic anion transporter) (Solute carrier family 21 member 3)
NP_066580	A0A024RAT5	A0A024RAT5_HUMAN	Solute carrier organic anion transporter family member
NP_006437	Q9Y6L6	SO1B1_HUMAN	Solute carrier organic anion transporter family member 1B1 (SLCO1B1) (Liver-specific organic anion transporter 1) (LST-1) (OATP-C) (Organic anion transporter SLC21A6) (Sodium-independent organic anion-transporting polypeptide 2) (OATP-2) (Solute carrier family 21 member 6)
NP_006437	A0A024RAU7	A0A024RAU7_HUMAN	Solute carrier organic anion transporter family member
NP_006437	Q05CV5	Q05CV5_HUMAN	Solute carrier organic anion transporter family member
NP_057438	Q96BD0	SO4A1_HUMAN	Solute carrier organic anion transporter family member 4A1 (OATP4A1) (Colon organic anion transporter) (Organic anion transporter polypeptide-related protein 1) (OATP-RP1) (OATPRP1) (POAT) (Organic anion-transporting polypeptide E) (OATP-E) (Sodium-independent organic anion transporter E) (Solute carrier family 21 member 12)
NP_775759	Q86UG4	SO6A1_HUMAN	Solute carrier organic anion transporter family member 6A1 (Cancer/testis antigen 48) (CT48) (Gonad-specific transporter) (GST) (Organic anion-transporting polypeptide 6A1) (Organic anion-transporting polypeptide I) (OATP-I) (Solute carrier family 21 member 19)
NP_775759	A0A140VJU7	A0A140VJU7_HUMAN	Solute carrier organic anion transporter family member
NP_001009562	G3V0H7	SO1B7_HUMAN	Putative solute carrier organic anion transporter family member 1B7 (Liver-specific organic anion transporter 3) (LST-3) (Putative organic anion transporting polypeptide 1B7) (OATP1B7)
NP_851322	Q6ZQN7	SO4C1_HUMAN	Solute carrier organic anion transporter family member 4C1 (SLCO4C1) (OATP-H) (Organic anion transporter M1) (OATP-M1) (Organic anion transporting polypeptide 4C1) (OATP4C1) (Solute carrier family 21 member 20)
NP_689885	Q86UW1	OSTA_HUMAN	Organic solute transporter subunit alpha (OST-alpha) (Solute carrier family 51 subunit alpha)
NP_849190	Q86UW2	OSTB_HUMAN	Organic solute transporter subunit beta (OST-beta) (Solute carrier family 51 subunit beta)
NP_005006	Q15070	OXA1L_HUMAN	Mitochondrial inner membrane protein OXA1L (Hsa) (OXA1Hs) (Oxidase assembly 1-like protein) (OXA1-like protein)
NP_005006	J3KNA0	J3KNA0_HUMAN	OXA1L mitochondrial inner membrane protein
NP_005006	Q2M1J6	Q2M1J6_HUMAN	Oxidase (Cytochrome c) assembly 1-like
NP_776188	Q8N8Q8	COX18_HUMAN	Cytochrome c oxidase assembly protein COX18, mitochondrial (COX18Hs) (Cytochrome c oxidase assembly protein 18)
NP_006740	Q08357	S20A2_HUMAN	Sodium-dependent phosphate transporter 2 (Gibbon ape leukemia virus receptor 2) (GLVR-2) (Phosphate transporter 2) (PiT-2) (Pit2) (hPit2) (Solute carrier family 20 member 2)
NP_006740	A0A384MR38	A0A384MR38_HUMAN	Phosphate transporter
NP_005406	Q8WUM9	S20A1_HUMAN	Sodium-dependent phosphate transporter 1 (Gibbon ape leukemia virus receptor 1) (GLVR-1) (Leukemia virus receptor 1 homolog) (Phosphate transporter 1) (PiT-1) (Solute carrier family 20 member 1)
NP_005406	A7LNJ1	A7LNJ1_HUMAN	Phosphate transporter
NP_003043	Q06495	NPT2A_HUMAN	Sodium-dependent phosphate transport protein 2A (Sodium-phosphate transport protein 2A) (Na(+)-dependent phosphate cotransporter 2A) (NaPi-3) (Sodium/phosphate cotransporter 2A) (Na(+)/Pi cotransporter 2A) (NaPi-2a) (Solute carrier family 34 member 1)
NP_003043	A0A024R7R9	A0A024R7R9_HUMAN	Solute carrier family 34 (Sodium phosphate), member 1, isoform CRA_b
NP_003043	Q7Z725	Q7Z725_HUMAN	Solute carrier family 34 (Sodium phosphate), member 1
NP_003043	Q86VN6	Q86VN6_HUMAN	Solute carrier family 34 (Sodium phosphate), member 1
NP_006415	O95436	NPT2B_HUMAN	Sodium-dependent phosphate transport protein 2B (Sodium-phosphate transport protein 2B) (Na(+)-dependent phosphate cotransporter 2B) (NaPi3b) (Sodium/phosphate cotransporter 2B) (Na(+)/Pi cotransporter 2B) (NaPi-2b) (Solute carrier family 34 member 2)
NP_543153	Q8N130	NPT2C_HUMAN	Sodium-dependent phosphate transport protein 2C (Sodium-phosphate transport protein 2C) (Na(+)-dependent phosphate cotransporter 2C) (Sodium/inorganic phosphate cotransporter IIC) (Sodium/phosphate cotransporter 2C) (Na(+)/Pi cotransporter 2C) (NaPi-2c) (Solute carrier family 34 member 3)
NP_005064	P46059	S15A1_HUMAN	Solute carrier family 15 member 1 (Intestinal H(+)/peptide cotransporter) (Oligopeptide transporter, small intestine isoform) (Peptide transporter 1)
NP_005064	B2CQT6	B2CQT6_HUMAN	Solute carrier family 15 oligopeptide transporter member 1
NP_057666	Q8IY34	S15A3_HUMAN	Solute carrier family 15 member 3 (Osteoclast transporter) (Peptide transporter 3) (Peptide/histidine transporter 2)
NP_066568	Q16348	S15A2_HUMAN	Solute carrier family 15 member 2 (Kidney H(+)/peptide cotransporter) (Oligopeptide transporter, kidney isoform) (Peptide transporter 2)
NP_663623	Q8N697	S15A4_HUMAN	Solute carrier family 15 member 4 (Peptide transporter 4) (Peptide/histidine transporter 1) (hPHT1)
NP_919231	P41440	S19A1_HUMAN	Reduced folate transporter (FOLT) (Cyclic dinucleotide:anion antiporter SLC19A1) (Folate:anion antiporter SLC19A1) (Intestinal folate carrier 1) (IFC-1) (Placental folate transporter) (Reduced folate carrier protein) (RFC) (hRFC) (Reduced folate transporter 1) (RFT-1) (Solute carrier family 19 member 1) (hSLC19A1)
NP_064546	Q53S99	CB083_HUMAN	Folate transporter-like protein C2orf83
NP_079519	Q9BZV2	S19A3_HUMAN	Thiamine transporter 2 (ThTr-2) (ThTr2) (Solute carrier family 19 member 3)
NP_008927	O60779	S19A2_HUMAN	Thiamine transporter 1 (ThTr-1) (ThTr1) (Solute carrier family 19 member 2) (Thiamine carrier 1) (TC1)
NP_008927	A0A024R928	A0A024R928_HUMAN	Solute carrier family 19 (Thiamine transporter), member 2, isoform CRA_a (Solute carrier family 19 member 2 isoform 2)
NP_000850	P04035	HMDH_HUMAN	3-hydroxy-3-methylglutaryl-coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34)
NP_000850	A0A024RAP2	A0A024RAP2_HUMAN	3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34)
NP_000262	O15118	NPC1_HUMAN	NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein)
NP_001095118	Q9UHC9	NPCL1_HUMAN	NPC1-like intracellular cholesterol transporter 1 (NPC1L1) (Niemann-Pick C1-like protein 1)
NP_001095118	A0A0C4DFX6	A0A0C4DFX6_HUMAN	NPC1 like intracellular cholesterol transporter 1
NP_037521	Q9UHC9	NPCL1_HUMAN	NPC1-like intracellular cholesterol transporter 1 (NPC1L1) (Niemann-Pick C1-like protein 1)
NP_003729	Q9Y6C5	PTC2_HUMAN	Protein patched homolog 2 (PTC2)
NP_116279	Q96F81	DISP1_HUMAN	Protein dispatched homolog 1
NP_775766	Q96NR3	PTHD1_HUMAN	Patched domain-containing protein 1
NP_775766	X5DNX9	X5DNX9_HUMAN	Patched domain containing 1 isoform B
NP_001013754	Q6ZW05	PTHD4_HUMAN	Patched domain-containing protein 4 (p53-regulated patched protein)
NP_001030014	Q3KNS1	PTHD3_HUMAN	Patched domain-containing protein 3 (Patched-related protein)
NP_001030014	A0A8Q3VUI5	A0A8Q3VUI5_HUMAN	Patched domain-containing protein 3
NP_000255	Q13635	PTC1_HUMAN	Protein patched homolog 1 (PTC) (PTC1)
NP_001077072	Q13635	PTC1_HUMAN	Protein patched homolog 1 (PTC) (PTC1)
NP_001077071	Q13635	PTC1_HUMAN	Protein patched homolog 1 (PTC) (PTC1)
NP_001077076	Q13635	PTC1_HUMAN	Protein patched homolog 1 (PTC) (PTC1)
NP_001077075	Q13635	PTC1_HUMAN	Protein patched homolog 1 (PTC) (PTC1)
NP_001077074	Q13635	PTC1_HUMAN	Protein patched homolog 1 (PTC) (PTC1)
NP_001077073	Q13635	PTC1_HUMAN	Protein patched homolog 1 (PTC) (PTC1)
NP_036367	Q12770	SCAP_HUMAN	Sterol regulatory element-binding protein cleavage-activating protein (SCAP) (SREBP cleavage-activating protein)
NP_065831	Q9P2K9	DISP3_HUMAN	Protein dispatched homolog 3 (Patched domain-containing protein 2)
NP_277045	A7MBM2	DISP2_HUMAN	Protein dispatched homolog 2
NP_000334	P13866	SC5A1_HUMAN	Sodium/glucose cotransporter 1 (Na(+)/glucose cotransporter 1) (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1)
NP_003032	P31639	SC5A2_HUMAN	Sodium/glucose cotransporter 2 (Na(+)/glucose cotransporter 2) (Low affinity sodium-glucose cotransporter) (Solute carrier family 5 member 2)
NP_000444	Q92911	SC5A5_HUMAN	Sodium/iodide cotransporter (Na(+)/I(-) cotransporter) (Natrium iodide transporter) (Sodium-iodide symporter) (Na(+)/I(-) symporter) (Solute carrier family 5 member 5)
NP_066918	Q9Y289	SC5A6_HUMAN	Sodium-dependent multivitamin transporter (Na(+)-dependent multivitamin transporter) (Solute carrier family 5 member 6)
NP_066918	Q9HD19	Q9HD19_HUMAN	Sodium-dependent multivitamin transporter (Solute carrier family 5 member 6)
NP_068587	Q9GZV3	SC5A7_HUMAN	High affinity choline transporter 1 (Hemicholinium-3-sensitive choline transporter) (CHT) (Solute carrier family 5 member 7)
NP_055042	Q9NY91	SC5A4_HUMAN	Solute carrier family 5 member 4
NP_443176	Q8WWX8	SC5AB_HUMAN	Sodium/myo-inositol cotransporter 2 (Na(+)/myo-inositol cotransporter 2) (Sodium-dependent glucose cotransporter) (Sodium/glucose cotransporter KST1) (Sodium/myo-inositol transporter 2) (SMIT2) (Solute carrier family 5 member 11)
NP_666018	Q8N695	SC5A8_HUMAN	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)
NP_001011547	Q2M3M2	SC5A9_HUMAN	Sodium/glucose cotransporter 4 (Na(+)/glucose cotransporter 4) (hSGLT4) (Solute carrier family 5 member 9)
NP_689564	A0PJK1	SC5AA_HUMAN	Sodium/mannose cotransporter SLC5A10 (Sodium/glucose cotransporter 5) (Na(+)/glucose cotransporter 5) (Solute carrier family 5 member 10)
NP_001035915	A0PJK1	SC5AA_HUMAN	Sodium/mannose cotransporter SLC5A10 (Sodium/glucose cotransporter 5) (Na(+)/glucose cotransporter 5) (Solute carrier family 5 member 10)
NP_848593	Q1EHB4	SC5AC_HUMAN	Sodium-coupled monocarboxylate transporter 2 (Electroneutral sodium monocarboxylate cotransporter) (Low-affinity sodium-lactate cotransporter) (Solute carrier family 5 member 12)
NP_071764	Q9BX79	STRA6_HUMAN	Receptor for retinol uptake STRA6 (Retinol-binding protein receptor STRA6) (Stimulated by retinoic acid gene 6 protein homolog)
NP_071764	B3KPB8	B3KPB8_HUMAN	cDNA FLJ31563 fis, clone NT2RI2001449, highly similar to Homo sapiens stimulated by retinoic acid gene 6 homolog (STRA6), mRNA
NP_000432	O43511	S26A4_HUMAN	Pendrin (Sodium-independent chloride/iodide transporter) (Solute carrier family 26 member 4)
NP_000102	P40879	S26A3_HUMAN	Chloride anion exchanger (Down-regulated in adenoma) (Protein DRA) (Solute carrier family 26 member 3)
NP_000103	P50443	S26A2_HUMAN	Sulfate transporter (Diastrophic dysplasia protein) (Solute carrier family 26 member 2)
NP_599025	Q9BXS9	S26A6_HUMAN	Solute carrier family 26 member 6 (Anion exchange transporter) (Pendrin-like protein 1) (Pendrin-L1)
NP_599025	Q9Y3Y1	Q9Y3Y1_HUMAN	Uncharacterized protein DKFZp586E1422
NP_001035544	Q9BXS9	S26A6_HUMAN	Solute carrier family 26 member 6 (Anion exchange transporter) (Pendrin-like protein 1) (Pendrin-L1)
NP_001035544	A0A0C4DFT5	A0A0C4DFT5_HUMAN	Solute carrier family 26 member 6
NP_001035544	Q9Y3Y1	Q9Y3Y1_HUMAN	Uncharacterized protein DKFZp586E1422
NP_602298	Q9BXS9	S26A6_HUMAN	Solute carrier family 26 member 6 (Anion exchange transporter) (Pendrin-like protein 1) (Pendrin-L1)
NP_602298	Q9Y3Y1	Q9Y3Y1_HUMAN	Uncharacterized protein DKFZp586E1422
NP_075062	Q9BXS9	S26A6_HUMAN	Solute carrier family 26 member 6 (Anion exchange transporter) (Pendrin-like protein 1) (Pendrin-L1)
NP_075062	Q9Y3Y1	Q9Y3Y1_HUMAN	Uncharacterized protein DKFZp586E1422
NP_599028	Q8TE54	S26A7_HUMAN	Anion exchange transporter (Solute carrier family 26 member 7)
NP_439897	Q8TE54	S26A7_HUMAN	Anion exchange transporter (Solute carrier family 26 member 7)
NP_443166	Q7LBE3	S26A9_HUMAN	Solute carrier family 26 member 9 (Anion transporter/exchanger protein 9)
NP_599152	Q7LBE3	S26A9_HUMAN	Solute carrier family 26 member 9 (Anion transporter/exchanger protein 9)
NP_599152	B3KXK1	B3KXK1_HUMAN	cDNA FLJ45583 fis, clone BRTHA3012265, highly similar to Homo sapiens solute carrier family 26, member 9 (SLC26A9), transcript variant 2, mRNA
NP_619732	Q96RN1	S26A8_HUMAN	Testis anion transporter 1 (Anion exchange transporter) (Solute carrier family 26 member 8)
NP_443193	Q96RN1	S26A8_HUMAN	Testis anion transporter 1 (Anion exchange transporter) (Solute carrier family 26 member 8)
NP_443193	A0A024RCV0	A0A024RCV0_HUMAN	Testis anion transporter 1 (Solute carrier family 26 member 8)
NP_597996	Q8NG04	S2610_HUMAN	Putative solute carrier family 26 member 10P
NP_071325	Q9H2B4	S26A1_HUMAN	Sulfate anion transporter 1 (SAT-1) (Solute carrier family 26 member 1)
NP_998778	Q9H2B4	S26A1_HUMAN	Sulfate anion transporter 1 (SAT-1) (Solute carrier family 26 member 1)
NP_602297	Q9H2B4	S26A1_HUMAN	Sulfate anion transporter 1 (SAT-1) (Solute carrier family 26 member 1)
NP_775897	Q86WA9	S2611_HUMAN	Sodium-independent sulfate anion transporter (Solute carrier family 26 member 11)
NP_945350	P58743	S26A5_HUMAN	Prestin (Solute carrier family 26 member 5)
NP_996768	P58743	S26A5_HUMAN	Prestin (Solute carrier family 26 member 5)
NP_996767	P58743	S26A5_HUMAN	Prestin (Solute carrier family 26 member 5)
NP_996766	P58743	S26A5_HUMAN	Prestin (Solute carrier family 26 member 5)
NP_055394	Q9NP94	S39A2_HUMAN	Zinc transporter ZIP2 (6A1) (Eti-1) (Solute carrier family 39 member 2) (Zrt- and Irt-like protein 2) (ZIP-2) (hZIP2)
NP_055252	Q9NY26	S39A1_HUMAN	Zinc transporter ZIP1 (Solute carrier family 39 member 1) (Zinc-iron-regulated transporter-like) (Zrt- and Irt-like protein 1) (ZIP-1) (hZIP1)
NP_001070984	Q92504	S39A7_HUMAN	Zinc transporter SLC39A7 (Histidine-rich membrane protein Ke4) (Really interesting new gene 5 protein) (Solute carrier family 39 member 7) (Zrt-, Irt-like protein 7) (ZIP7)
NP_001070984	A0A024RCX7	A0A024RCX7_HUMAN	SLC39A7 (Solute carrier family 39 (Zinc transporter), member 7, isoform CRA_a)
NP_008910	Q92504	S39A7_HUMAN	Zinc transporter SLC39A7 (Histidine-rich membrane protein Ke4) (Really interesting new gene 5 protein) (Solute carrier family 39 member 7) (Zrt-, Irt-like protein 7) (ZIP7)
NP_008910	A0A024RCX7	A0A024RCX7_HUMAN	SLC39A7 (Solute carrier family 39 (Zinc transporter), member 7, isoform CRA_a)
NP_001092876	Q13433	S39A6_HUMAN	Zinc transporter ZIP6 (Estrogen-regulated protein LIV-1) (Solute carrier family 39 member 6) (Zrt- and Irt-like protein 6) (ZIP-6)
NP_036451	Q13433	S39A6_HUMAN	Zinc transporter ZIP6 (Estrogen-regulated protein LIV-1) (Solute carrier family 39 member 6) (Zrt- and Irt-like protein 6) (ZIP-6)
NP_056174	Q15043	S39AE_HUMAN	Metal cation symporter ZIP14 (LIV-1 subfamily of ZIP zinc transporter 4) (LZT-Hs4) (Solute carrier family 39 member 14) (Zrt- and Irt-like protein 14) (ZIP-14)
NP_060237	Q6P5W5	S39A4_HUMAN	Zinc transporter ZIP4 (Solute carrier family 39 member 4) (Zrt- and Irt-like protein 4) (ZIP-4)
NP_570901	Q6P5W5	S39A4_HUMAN	Zinc transporter ZIP4 (Solute carrier family 39 member 4) (Zrt- and Irt-like protein 4) (ZIP-4)
NP_060845	Q9NUM3	S39A9_HUMAN	Zinc transporter ZIP9 (Solute carrier family 39 member 9) (Zrt- and Irt-like protein 9) (ZIP-9)
NP_060845	C4N9M8	C4N9M8_HUMAN	Zinc transporter ZIP9 (ZIP-9) (Solute carrier family 39 member 9) (Zrt- and Irt-like protein 9)
NP_065075	Q9ULF5	S39AA_HUMAN	Zinc transporter ZIP10 (Solute carrier family 39 member 10) (Zrt- and Irt-like protein 10) (ZIP-10)
NP_065075	A0A024R3W5	A0A024R3W5_HUMAN	Solute carrier family 39 (Zinc transporter), member 10, isoform CRA_a
NP_071437	Q9C0K1	S39A8_HUMAN	Metal cation symporter ZIP8 (BCG-induced integral membrane protein in monocyte clone 103 protein) (LIV-1 subfamily of ZIP zinc transporter 6) (LZT-Hs6) (Solute carrier family 39 member 8) (Zrt- and Irt-like protein 8) (ZIP-8)
NP_071437	A0A024RDG0	A0A024RDG0_HUMAN	Solute carrier family 39 (Zinc transporter), member 8, isoform CRA_b
NP_631916	Q8N1S5	S39AB_HUMAN	Zinc transporter ZIP11 (Solute carrier family 39 member 11) (Zrt- and Irt-like protein 11) (ZIP-11)
NP_653165	Q9BRY0	S39A3_HUMAN	Zinc transporter ZIP3 (Solute carrier family 39 member 3) (Zrt- and Irt-like protein 3) (ZIP-3)
NP_689477	Q96H72	S39AD_HUMAN	Zinc transporter ZIP13 (LIV-1 subfamily of ZIP zinc transporter 9) (LZT-Hs9) (Solute carrier family 39 member 13) (Zrt- and Irt-like protein 13) (ZIP-13)
NP_689938	Q504Y0	S39AC_HUMAN	Zinc transporter ZIP12 (LIV-1 subfamily of ZIP zinc transporter 8) (LZT-Hs8) (Solute carrier family 39 member 12) (Zrt- and Irt-like protein 12) (ZIP-12)
NP_775867	Q6ZMH5	S39A5_HUMAN	Zinc transporter ZIP5 (Solute carrier family 39 member 5) (Zrt- and Irt-like protein 5) (ZIP-5)
NP_775867	A0A024RB24	A0A024RB24_HUMAN	Solute carrier family 39 (Metal ion transporter), member 5, isoform CRA_a
NP_001080	Q99758	ABCA3_HUMAN	Phospholipid-transporting ATPase ABCA3 (EC 7.6.2.1) (ABC-C transporter) (ATP-binding cassette sub-family A member 3) (ATP-binding cassette transporter 3) (ATP-binding cassette 3) (Xenobiotic-transporting ATPase ABCA3) (EC 7.6.2.2) [Cleaved into: 150 Kda mature form]
NP_001080	Q4LE27	Q4LE27_HUMAN	ABCA3 variant protein
NP_000918	P08183	MDR1_HUMAN	ATP-dependent translocase ABCB1 (ATP-binding cassette sub-family B member 1) (Multidrug resistance protein 1) (EC 7.6.2.2) (P-glycoprotein 1) (Phospholipid transporter ABCB1) (EC 7.6.2.1) (CD antigen CD243)
NP_000918	A4D1D2	A4D1D2_HUMAN	ATP-binding cassette, sub-family B (MDR/TAP), member 1 (ATP-binding cassette, sub-family B (MDR/TAP), member 1, isoform CRA_c) (Multidrug resistance protein 1)
NP_002849	P28288	ABCD3_HUMAN	ATP-binding cassette sub-family D member 3 (EC 3.1.2.-) (EC 7.6.2.-) (70 kDa peroxisomal membrane protein) (PMP70)
NP_000343	Q09428	ABCC8_HUMAN	ATP-binding cassette sub-family C member 8 (Sulfonylurea receptor 1)
NP_000383	Q92887	MRP2_HUMAN	ATP-binding cassette sub-family C member 2 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multidrug resistance protein) (Canalicular multispecific organic anion transporter 1) (Multidrug resistance-associated protein 2)
NP_000341	P78363	ABCA4_HUMAN	Retinal-specific phospholipid-transporting ATPase ABCA4 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM proteinv) (RmP) (Retinal-specific ATP-binding cassette transporter) (Stargardt disease protein)
NP_000341	Q6AI28	Q6AI28_HUMAN	Uncharacterized protein DKFZp781N1972
NP_004290	O75027	ABCB7_HUMAN	Iron-sulfur clusters transporter ABCB7, mitochondrial (ATP-binding cassette sub-family B member 7, mitochondrial) (ATP-binding cassette transporter 7) (ABC transporter 7 protein)
